order_vendor_dbname,order_vendor_dbname
64e0c4c1e251d789d6ffbcaa,2
64e27526e251d789d6ffbd1a,1
64e3b6727678ba057b06d115,2
64e3f150b2e09692bc700835,11
64e59384b2e09692bc700902,2
64e599ffe251d789d6ffbe4e,10
64e628acb2e09692bc70093c,2
64e64f37b2e09692bc70096f,22
64e69139e251d789d6ffbedd,1
64e75a0ae251d789d6ffbf1e,2
64e78da7b2e09692bc7009f1,2
64e7d90d84dcc0202b6bb6bf,35
64ea8e4684dcc0202b6bb820,5
64eaa43b82f1c7f10177f675,2
64ecdd6c2a56d673f6f6c8f0,754
64ed0d1d82f1c7f10177f793,2
64ed79b92a56d673f6f6c96e,2
64ee0a8f82f1c7f10177f7f3,1
64ee27552a56d673f6f6c9b7,9
64ee5c542a56d673f6f6c9ee,12
64ee5c7684dcc0202b6bba37,1
64f0cc5856b8f71c221b6f6c,1
64f1563284dcc0202b6bbc0a,1
64f38d4b56b8f71c221b70f4,1
64f3a9b656b8f71c221b7118,1
64f4056d56b8f71c221b713d,1
64f48e4282f1c7f10177fb61,1
64f4cfae2a56d673f6f6cd61,1
64f50f962a56d673f6f6cd7d,2
64f5246b82f1c7f10177fbad,2
64f6e5ff82f1c7f10177fca9,2
64f7bc80228416cf113bf849,10
64f7bdea84dcc0202b6bbf5d,1
64f7d15656b8f71c221b7314,1
64f8a29956b8f71c221b735b,1
64f8ac4d56b8f71c221b7372,3
64f93cb1228416cf113bf950,197
64f9e2ab84dcc0202b6bc06d,1
64fa1dcc82f1c7f10177fe87,1
64fa67fc84dcc0202b6bc100,1
64fb83aa228416cf113bfa77,1
64fb9a3482f1c7f10177ff68,1
64fb9bc384dcc0202b6bc1a4,2
64fd8e710d46a586e3745a85,2
64fe24cc0f81a8ea0a21d252,1
64fe26bb24292a7b8fa04c17,3
64ff3e5024292a7b8fa04c74,1
64ff68759e379b6e5828a974,1
64ffbd7a9e379b6e5828a9c3,3
64ffc1df24292a7b8fa04cfd,5
64ffcd4a0d46a586e3745ba4,1
65009a330d46a586e3745c10,1
65009ff20d46a586e3745c14,1
6500d8669e379b6e5828aa26,6
6500e3f40f81a8ea0a21d3d2,7
6500ff4624292a7b8fa04db4,1
65013e5c24292a7b8fa04dd3,279
65014ccc9e379b6e5828aa75,554
65023a420d46a586e3745d35,1
650297c20f81a8ea0a21d4dd,1
6503e45167e3a6c712e78264,1
65041ee367e3a6c712e78271,1
650475b71582211d4072bde9,2
650528f91582211d4072be67,1
65054f89aa8160287572c87e,1
6505d5dc6f50f525aba5bc05,3
6507276e6f50f525aba5bc64,3
650793c16f50f525aba5bc7f,1
6508ce00aa8160287572c9e1,16
6508e0721582211d4072bfd0,120
65090805aa8160287572ca06,1
650af44d67e3a6c712e7859d,2
650b169e1582211d4072c0e9,2
650b53f4aa8160287572cafd,5
650c5d606f50f525aba5bf26,1
650d3e656f50f525aba5bf89,2
650dbfe0aa8160287572cc25,8
650e2af7aa8160287572cc85,2
6512152f1582211d4072c42a,2
6512c2f76f50f525aba5c202,135
6512e3f867e3a6c712e7891e,1
651305991582211d4072c4a6,1
6513d82667e3a6c712e789d0,1
651494a7aa8160287572cfbd,1
6514a5f067e3a6c712e78a63,2
6514b41867e3a6c712e78a77,6
6514c6d81582211d4072c5c5,1
6514d49d67e3a6c712e78a8a,2
6514e5ac67e3a6c712e78a98,1
651890deaa8160287572d203,1
65189a071582211d4072c78d,7
651977981582211d4072c7e5,1
651a60a067e3a6c712e78d6f,1
651adbab6f50f525aba5c6ed,2
651b0ea96f50f525aba5c73c,2
651b166567e3a6c712e78e03,1
651ec89d1582211d4072cc08,1
651ee1386f50f525aba5ca68,2
6520017e67e3a6c712e791f2,6
65219c2570b5a4f0a9cf7ccc,4
6523252840a02ebce397799a,4
6525b1ce40a02ebce3977af4,1
6525ef2d1e69280fe51e4cce,1
652646ab40a02ebce3977b99,1
6526f8401e69280fe51e4d70,2
652714ee158fafbd1d77e835,1
65271eb2158fafbd1d77e841,1
65276b8070b5a4f0a9cf7fcc,1
6527872740a02ebce3977c65,3
6528be90158fafbd1d77e925,1
6529af6670b5a4f0a9cf814d,2
652b605840a02ebce3977ec1,8
652d4e4570b5a4f0a9cf8312,1
652da7b570b5a4f0a9cf8372,4
724distribuciones_895705259,1
79shopclick_1379185820,4
811sport_1537375198,2
8tecnology_994526790,1
93pixel_552544555,1
No encontrado,3
No_encontrado,59
a1clicco_1261860173,9
a1clickcomprasonline_292462251,2
a2home_456444123,2
a8btecnology_1453502486,21
aaestilos_1135621204,39
aatechnology_25645005,282
abaceria_106686157,2
abalorioaccesoriosunicos_220872074,37
abbyrosseboutique_722781679,2
abbyshop_1632728359,21
abdomenplano_521376542,19
abeautybyangie_447240946,12
abftubodega_1284486019,23
abhanastore_1660979770,5
abijamutiendaonline_1361458333,1
abishoesmagnate_1621165531,8
abistoreofficial_550802344,149
abiutiendaonline_1034039022,3
abperfecliss_645163660,30
abrasivosquilar_238076550,14
abrasivosquilarcali_475314065,247
absolem_1238486899,7
academiadebelleza_879865768,67
academiaparafutboleros_618406042,114
acarvajalsa_290436138,4
accesorioschic_1318636010,1
accesoriosdesl_824938539,11
accesoriospagosyserviciosla72_576748874,3
accesoriosparamotos_51143476,4199
accesoriosrioarte_1361549321,1
accesory_1233444280,6
accesorytoons_654753098,19
accesorytoonsonline_532056030,118
accesorytoonssas_1572713783,6
accesshop_523220951,1
acelcentrocomercialvirtual_774749782,4
acendrado_447526500,4
acesoriosybelleza_1197974957,1
acessoriosaphro_1107208166,1
aclick_627432801,7
acompraronline_256226174,455
acomprarsedijo_452734231,3
acontraentrega_910183579,15
acproducts_489656676,7
acrinfinity_656889409,43
actecnologia_152211445,33
activasalud_208583324,4151
activeglow_620908874,1
activeimportaciones_690340605,2
activetienda_52348777,5
acuarelalove_1185779904,1
adelastore_1390703704,4
adg_520810316,1
adharapremiumstore_1448242909,7
adhesion_421133047,1
adienvios_1514140378,59
adistri_774511220,2
adistriar_1031109814,42
adnfashion_668543249,1
adnstorecolombia_4211895,66
adonai_1558584563,1
adonayclicks_618982625,4
adquiereaqui_632026093,2
adquiriacom_25934935,29
adriana_898840654,2
adrianastoremarket_434503421,7
adriantexstore_1578257630,1
adriemprende_1146001251,1
adriparra_1458373304,136
adslogistic_1244009705,10
adultoys_106772024,1
aegistore_991752108,55
aerisart_49534290,1
afaimportacionesafasas_918209730,3
afefstore_1172925803,4
afnar_348910973,4
afvariedades_1125896309,3
afyasociados_844773064,3
agarralo_128759537,1
agata_153204335,1
agathashop_229271549,3
agencydm_212250963,333
agoracompro_937388881,31
agoradigitall_740970977,6
agorastore_1445216901,3
agosto10_1488082201,2
agosto11_224094111,1
agosto12_291561602,2
agosto13_1263421524,1
agosto14_1342921217,1
agosto15_1022416950,3
agosto17_650121597,7
agosto18_1498780067,1
agosto19_252810474,2
agosto1_235005063,1
agosto20_654119738,1
agosto21_383812165,2
agosto22_694037927,1
agosto2316_193591299,4
agosto2_1589043607,2
agosto3_660551323,2
agosto4_70703856,2
agosto5_231325915,2
agosto6_229158010,3
agosto7_739724668,1
agosto8_293118652,2
agosto9_1188897171,2
agrotecnologias_832220516,16
ahamkaranaturalcolombia_1600552908,8
ahome_973191904,1
ahorracontiendaryscom_75049960,107
ahorroalamano_115238049,1
aidyroller_1035451291,11
aileenshop_495782519,4242
aionastore_422535907,1
aioshoesstore_1155293407,12
airbags_670626106,1
aishaboutique058_659256273,218
akamarushop_973853991,10
akilocomproonline_87767817,79
akirospet_1188114672,2
akmodasjp_599384530,2
akomo_1654432028,26
akt_649258980,7
aktiendaonlinevalledupar_1088848350,2
alabellavida_1605462667,6
aladdincolombia_375354120,2
alados_641935648,122
alandett_616805030,1
alanniestore_1216590359,5
alascoral_68607870,16
alaskashop04_615899638,2
alaskashop_255935445,1
alba_110930663,160
alcarritoshop_1658478567,1
alcimartiendaonline_276408100,1
alcomprarcom_459357630,4
alcomprarmas_382269853,15
alcostotodo_124717946,970
aldayi_1131328072,10
aleewaastore_1289636983,10
alegu_629981407,4
aleja_414124965,15
alejaduqueshop_1535447694,5
alejafashion_928611429,7
alejandraacosta_341782283,2
alejandracorteseunoia_1509846669,1
alejandras_1269918874,306
alejandriaestore_221969682,5
alejandroaleman_1103348071,7
alejandrochalarca_692672827,6
alejandrovillamil_936472804,12
alejasplanet_642309588,2
alejita_976358841,1
alejoindustriales_1248835771,77
alejoshopymarket_667257313,4
alejosshop_1244223188,4
alemarketstore_179815461,1
aleriaxtore_986006496,10
alerisonsalud_1283362930,12
alesebeauty_469129657,159
alessatienda_274057889,663
alesskim_1542997285,2
alexafasion_100845688,36
alexanderaguirre_1135579516,2
alexandramunozoriflame_1590958937,1
alexandratiendavirtual_474044953,3
alexashop_811669337,1
alexastore_388778710,27
alexinho_113227841,1
alexonline_214950800,7
alexwolfshop_1172244342,11
alfadigitalcali_1103976985,8
alfadistribuciones_128596471,5
alfanovedades_1130528997,1
alfarosport_1557400194,1
alfashopx3_1312177599,1
alfastore2023_155105924,1
alfastore_432721756,1
alguetech_1422156967,11
alianzacontraentregaltda_1091885365,26
aliciavariedades_128338634,3
aliesdymorales_1240240750,1
alikauniverso_375044586,11
alimgroup_241244966,2
alisteystore_1093201628,14
alix_858263639,17
alkaeda_1491496340,1
alkarezcompany_1341503185,1
alkrritto_1428758711,4
all22pereira_456312575,3
all4youtechnology_162706148,59
allanstore_71503403,59
allcleaningcolombia_1392777893,82
alldescuentos_328238296,3
allfitsport_635549899,23
allhome_1047642949,1
allinshopping_1636154864,2
allonline_498704420,15
allstock_1191806252,15
allstorepablo_582102632,9
almabendita_679918655,8
almacenallisonmedellin_1387037060,1
almacendebellezasandra_742331606,141
almacenesbarik_1625590070,2
almaceneskeyek1_897113828,14
almacenmayoristaesopindola_1627383422,34
almacennovedadeselsol_550369398,41
almacenvariado_1073287607,4
almaelena_1053603989,15
almaesteticaoficial_947287354,2
almaludecoraciones_161873814,2
almamadi_107348219,15
almasave_534349234,4
almashoescolombia_1110582418,4
almatechbogota_1593842418,5
almohadasexpress_762181354,9
alomiastore_1312309795,4
alondress_576369899,1
alontech_711517938,1
alpuntostore_1470274441,1
alpuntostoree_1149512351,28
altaria_1618498505,15
altatendencia_1344861831,6
altoque_1488343645,1
alvela_205970647,2
amalooklenceria_352090669,4
amanecerdelamontana_263025199,1
amantishoes_1121200421,191
amarfit_743924258,15
amasave_1359940614,1
amattjeans_345063078,45
amawymakeup_502620704,1
amazingcolstore_801990054,245
amazingthings_1350956569,1
amazoncolombia_191107934,1
amazoniashop_530702767,8
amazshop_800310225,100
ambarmc_1287580394,629
ambarshop_287907891,7
ambrosiatoystore_909655629,102
americanstore2304_1007061101,63
americashopping_674681852,11
amezouitatecnology_1582523222,7
amigodino_698615598,43
amigomascota_1486487073,69
amimport_562946747,1
amoreal_785728575,546
ampm_1596722980,1
amshop_858681212,1
amuraiprofessional_380095706,24
amymoonsstore_1391832122,1
amyshoes_1450346044,2
anamagazinne_1221503119,6
anasalazar_1141958633,1
anashforover_320349743,13
anashopcenter_1671371504,2
andanystore_502309488,4
anderkids_930094084,6
andikidsstore_788444251,4
andikstore_716733228,26
andinaofertas_190635049,19
andlinstore_214289026,1
andreashoes_1605529458,44
andreitasstore_902162108,9
andreoli_1003859699,36
andres_1107844641,2
andresarboleda_1035183109,3
andresjoyas_808173692,1
andresprads_824843130,4
andresstoresuper_894007028,4
andrestore1_176724223,1
andrestoree_331807032,3
andresx3com_516188883,8
andrevende_51844960,4
andreydistribuciones_314794395,16
andyonline_1280177858,7
aneskasshop_795448402,3
anfabyfashion_1450865980,5
angelaplay_1225543175,1
angelaq_1406977433,11
angelesstore41_1208669270,34
angelscloting_1601793496,44
angelshore_1187711783,4
angelsstoreconamor_1266605904,8
angelstorepysta_1479051309,2
angeltravieso_1198920016,4
angiedistribuciones_743509877,40
angieshoes_1549243593,13
angiestock_765661306,47
angievirtualstore_194651795,25
angstore_56431549,60
anicomicstore_323627740,19
aniex_1288158059,32
aniki_1132627628,8
anillos_120592711,28
animalhijospetshop_290190248,1
animalkids_1132504524,1
animeking_155049211,1
anitabellezayestilo_1546295413,118
anjahogar_848786099,1
anju_1070099310,1
anlotaprintco_457446865,2
anlovirtualstoread_167742794,61
annaobjetoshechosamano_768419995,2
annestore_1655784673,3
annygelvez_469544259,4
anteracapilar_1596148122,23
anteracrecepelo_493817832,1
anthi_662218672,47
anthony_195413363,1136
anthonystore_532279679,2
antimamerstore_951324609,2
antioquiastore_321451766,1
antoboutique_517324783,4
antojate_1091546085,1
antojateaqui_1518109046,1
antonellashops_1123026694,56
antosof_4471580,8
antysstore_277891398,75
anvama_1229038694,11
any_72128055,4
anything_1568161318,1
anzapa_1191229524,5
anzashoes_146901423,1
aonline_371683834,48
apabaulstore_935509849,1
apavirtual_710890692,137
apmcuantico_187002893,13
apodemiajoyeria_1505645202,9
apolet02_402486719,13
apoloonline_1274839604,8
apotheosis_1026043253,9
apparelcolombia_384417301,40
appventasbogota_807795101,25
aptegnologies_63832958,4
aquashoes_15311269,1085
aquellatienda_130206319,1
aqui_869246909,10
aquiestutienda_487571822,2
aquifuecol_1440668625,36
aquifuequetiendavirtual_917490384,4
aquilotiene_1075728756,5
aquiluscompany_1044410917,8
aquisihay_1482532044,10
aquitodocolombia2_1422467269,3
aquitucompraonline_619290783,2
aranarivera_1423145068,2
arangosnutricion_1641667916,33
arastorecom_1684081823,11
arcyenshop_1345760612,16
arenaecologicaareco_814045925,3
arenarojacalzado_1237901850,214
aressatienda_1228762221,2
arestecnologica_779803008,1
argostecnologia_530667885,26
arianaonline_810242029,8
ariasshop_683351420,3
aristielectronix_826167800,18
arkas_606921182,137
arkashoescol_1509799955,29
arkavant_329451035,2
arkestudio_1285983283,87
arkshoponline_1022598816,18
arlysmaldonadostore_316727046,7
arlystores_125241452,5
armariocirilo_1076358468,2
armee_162579949,20
arnesdama_1055847090,23
aromassafe_413446069,1
aromasyfragancias_180006975,39
aromatika_1141505789,5
arosstiendavirtual_582283985,31
arrieros_854380976,3
artbella_1600219197,309
artecelestepinturapornumeritos_537817233,91
artecrista_976092235,56
artenos_44416042,9
artesalome_126358338,1
artesaniasvillasara_661506854,4
artesnecasa_965981970,15
artess_1305017149,3
articulodani_814928149,209
articulosdeprimera_918629335,5
articulosmaryangel_1215033413,60
articulosparabebeluchy_1150274374,97
artik_1284858294,1
artradecompany_235700096,2
aryedeshop_1458601061,7
arykaaccesorios_963213724,60
ascomenat_106220694,58
